Application ID,Application Start Time,Application End Time,Applicant Name,Applicant Email,Applicant Phone #,Applicant Social Security #,Applicant Address,Renter Quantity,Unit Type,Requested Amount,Originating IP Address,Classification,Originating Country
1035364,2022-02-26 04:24:23.000000,2022-02-26 04:38:07.000000,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"01377 Blick Shoals, Apt. 985, 96771-8298, Jastland, Idaho, United States",3,Multi-Family,26000.00,161.22.162.182,,Bolivia
1035767,2022-03-13 06:11:46.000000,2022-03-13 06:31:40.000000,"Cole, Stuart",s.cole@randatmail.com,(943)-952-5901,863-02-2510,"148 Quinn Mission, Apt. 970, 82573-9961, O'Konborough, Michigan, United States",3,Multi-Family,4000.00,100.162.93.255,Legitimate,United States
1036170,2022-03-18 22:11:07.000000,2022-03-18 22:11:51.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"5821 Shaylee Branch, Suite 826, 48379, Domenickside, Utah, United States",1,Single-Family,57000.00,109.167.199.165,Fraud,Russia
103628,2022-03-03 15:18:08.000000,2022-03-03 15:29:59.000000,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"986 Lynch Ranch, Apt. 226, 34702-4074, Rosenbaumborough, Maryland, United States",2,Multi-Family,8000.00,156.41.16.170,Legitimate,United States
1036573,2022-01-11 16:44:39.000000,2022-01-11 16:46:08.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"3142 Towne Forge, Suite 220, 56855, North Gabe, Connecticut, United States",1,Single-Family,30000.00,17.169.40.122,Legitimate,United States
1036976,2022-05-08 17:09:15.000000,2022-05-08 17:21:51.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"34894 Jakayla Vista, Suite 623, 68464, Lafayettebury, North Carolina, United States",2,Single-Family,49000.00,226.36.5.172,,
1037379,2022-02-16 22:39:42.000000,2022-02-16 22:56:44.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"340 Will Avenue, Apt. 195, 82766, North Cecilialand, South Dakota, United States",2,Single-Family,44000.00,105.94.180.36,,Egypt
1037782,2022-05-21 10:57:42.000000,2022-05-21 11:05:54.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"3050 Shanahan Haven, Suite 270, 62857, North Ephraimhaven, Louisiana, United States",3,Single-Family,41000.00,193.12.16.254,Legitimate,Sweden
1038185,2022-05-20 11:59:04.000000,2022-05-20 12:11:39.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"911 Winifred Square, Apt. 469, 14242, Emersonborough, Kentucky, United States",3,Single-Family,16000.00,249.93.95.133,Legitimate,
1038588,2022-03-01 09:46:43.000000,2022-03-01 10:01:16.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"92785 Stoltenberg Burgs, Suite 781, 76582-7692, Mavericktown, Hawaii, United States",1,Multi-Family,55000.00,31.157.237.173,Fraud,Italy
1038991,2022-04-01 16:06:16.000000,2022-04-01 16:16:53.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"679 Kris Manors, Apt. 663, 21142-2095, South Lempiview, Maine, United States",1,Multi-Family,22000.00,140.219.201.148,Legitimate,United States
1039394,2022-01-31 10:20:36.000000,2022-01-31 10:40:36.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"200 Leffler Landing, Apt. 652, 60487, South Jeffery, Delaware, United States",2,Multi-Family,58000.00,251.240.241.247,,
1039797,2022-02-27 20:31:32.000000,2022-02-27 20:45:01.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"16291 Kertzmann Mountains, Apt. 823, 42730-1135, West Vanessachester, Tennessee, United States",2,Multi-Family,19000.00,4.85.98.112,,United States
1040200,2022-02-27 21:23:06.000000,2022-02-27 21:42:56.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"34451 O'Keefe Via, Suite 399, 63136, Janafurt, Delaware, United States",3,Multi-Family,47000.00,142.30.235.14,Legitimate,Canada
104031,2022-02-26 19:59:03.000000,2022-02-26 20:07:48.000000,"Adams, Anton",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"3008 Delpha Manors, Apt. 996, 05574-2719, North Lisamouth, Nebraska, United States",3,Multi-Family,51000.00,130.127.110.245,,United States
1040603,2022-03-28 22:36:34.000000,2022-03-28 22:48:54.000000,"Cooper, Aldus",a.cooper@randatmail.com,(869)-262-4420,221-33-4905,"909 Gottlieb Harbor, Apt. 844, 20724, Angeloport, Missouri, United States",3,Multi-Family,1000.00,218.32.49.11,Legitimate,Taiwan
1041006,2022-01-14 10:21:01.000000,2022-01-14 10:25:38.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"0274 Noemie Plains, Apt. 376, 31847-6104, Ceasarfurt, Delaware, United States",1,Single-Family,27000.00,63.249.24.78,Legitimate,United States
1041409,2022-03-16 02:21:28.000000,2022-03-16 02:36:02.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"7120 Guiseppe Expressway, Suite 414, 77932-9590, Robertaton, Delaware, United States",1,Single-Family,35000.00,126.252.186.212,,Japan
1041812,2022-06-09 19:00:56.000000,2022-06-09 19:22:43.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"4769 Moshe Walks, Suite 780, 17825, Carterton, Georgia, United States",2,Single-Family,32000.00,69.232.92.31,,United States
1042215,2022-03-17 04:06:08.000000,2022-03-17 04:20:41.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"197 Weldon Parks, Suite 906, 81327, East Edwin, Alaska, United States",2,Single-Family,21000.00,124.75.160.139,Legitimate,China
1042618,2022-04-27 20:45:38.000000,2022-04-27 21:00:28.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"978 Avery Heights, Apt. 442, 17820, New Fredaport, Michigan, United States",3,Single-Family,3000.00,104.52.178.115,Legitimate,United States
1043021,2022-04-14 01:08:22.000000,2022-04-14 01:18:59.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"6442 Trantow Roads, Apt. 584, 13006, Port Jenastad, Virginia, United States",3,Single-Family,12000.00,19.80.97.117,Legitimate,United States
1043424,2022-04-29 18:03:55.000000,2022-04-29 18:10:48.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"3454 Kiehn Isle, Apt. 221, 68276, North Major, Nevada, United States",1,Multi-Family,32000.00,23.171.52.116,Legitimate,
1043827,2022-06-01 23:11:38.000000,2022-06-01 23:11:42.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"19242 Jacinto Summit, Apt. 118, 86551-5783, East Elvieberg, Mississippi, United States",1,Multi-Family,25000.00,32.170.37.45,Fraud,United States
1044230,2022-03-10 10:28:21.000000,2022-03-10 10:30:34.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"20828 Estrella Landing, Apt. 994, 19492-2245, Durganchester, Montana, United States",2,Multi-Family,5000.00,88.87.118.120,Legitimate,Italy
104434,2022-05-03 02:04:51.000000,2022-05-03 02:24:39.000000,"Adams, Antony",a.adams@randatmail.com,(869)-447-8731,409-93-6635,"03022 Waters Island, Suite 080, 42497-0873, Lake Roxanefort, Washington, United States",3,Multi-Family,8000.00,63.143.65.44,,Jamaica
1044633,2022-01-08 22:20:40.000000,2022-01-08 22:25:57.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"8272 Reichel Burgs, Suite 859, 06546, Purdymouth, Massachusetts, United States",2,Multi-Family,17000.00,0.160.20.229,,
1045036,2022-03-03 15:47:48.000000,2022-03-03 15:51:28.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"9002 Padberg Dale, Apt. 315, 22716-6779, Jefferyborough, Nevada, United States",3,Multi-Family,4000.00,227.32.210.178,Legitimate,
1045439,2022-02-21 21:51:28.000000,2022-02-21 21:51:50.000000,"Cooper, Dexter",d.cooper@randatmail.com,(696)-794-0761,776-97-2249,"1533 Herman Passage, Apt. 121, 42661-9715, Weberview, Nebraska, United States",3,Multi-Family,58000.00,148.55.148.31,Fraud,United States
1045842,2022-04-30 06:50:13.000000,2022-04-30 07:03:26.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"990 Stark Fort, Suite 440, 50605, Kuvalismouth, Oregon, United States",1,Single-Family,23000.00,148.216.82.0,Legitimate,Mexico
1046245,2022-02-26 12:42:35.000000,2022-02-26 12:52:16.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"46951 Crist Roads, Suite 058, 00618, Luettgenborough, Arizona, United States",1,Single-Family,46000.00,149.161.15.219,,United States
1046648,2022-02-24 11:32:31.000000,2022-02-24 11:44:43.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"071 Alvina Ports, Suite 819, 84539-0365, Lake Itzel, Georgia, United States",2,Single-Family,24000.00,189.16.16.179,Legitimate,Brazil
1047051,2022-04-23 00:35:18.000000,2022-04-23 00:41:47.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"383 Klocko Pass, Apt. 601, 47941-1077, McCulloughbury, Iowa, United States",2,Single-Family,24000.00,15.172.141.197,,United States
1047454,2022-05-10 08:56:51.000000,2022-05-10 09:05:39.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"89022 O'Connell Summit, Apt. 817, 77764, Amyberg, Kentucky, United States",3,Single-Family,58000.00,89.214.15.233,Fraud,Portugal
1047857,2022-04-12 15:21:06.000000,2022-04-12 15:38:33.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"86435 Luettgen Shore, Apt. 189, 04511-2195, North Xzavier, Minnesota, United States",3,Single-Family,18000.00,23.104.93.152,Legitimate,United States
1048260,2022-02-13 22:30:02.000000,2022-02-13 22:43:19.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"08832 Taryn Gateway, Apt. 993, 99516-4657, North Ceasarfurt, Alabama, United States",1,Multi-Family,11000.00,146.187.165.50,,United States
104837,2022-03-17 11:36:15.000000,2022-03-17 11:57:29.000000,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"23362 Cleo Harbors, Apt. 116, 58482, Lockmanville, Tennessee, United States",1,Single-Family,8000.00,149.184.246.197,Legitimate,United Kingdom
1048663,2022-06-06 14:57:20.000000,2022-06-06 14:59:05.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"88173 Abshire Trail, Suite 715, 44992-1506, Tristianside, Montana, United States",1,Multi-Family,6000.00,3.146.18.108,Legitimate,United States
1049066,2022-04-26 08:14:33.000000,2022-04-26 08:19:46.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"764 Schmitt Junctions, Suite 513, 47762, Hesselshire, New York, United States",2,Multi-Family,50000.00,201.171.100.249,Legitimate,Mexico
1049469,2022-01-29 01:35:53.000000,2022-01-29 01:46:31.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"3500 Williamson Spur, Suite 958, 95590, Rueckertown, Colorado, United States",2,Multi-Family,57000.00,157.99.127.68,Fraud,France
1049872,2022-04-24 20:10:28.000000,2022-04-24 20:13:33.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"45605 Elva Plain, Apt. 061, 21293-6901, North Sallie, North Carolina, United States",3,Multi-Family,39000.00,176.85.222.165,Legitimate,Spain
1050275,2022-03-21 04:43:37.000000,2022-03-21 04:55:28.000000,"Cooper, Emma",e.cooper@randatmail.com,(488)-170-8950,491-20-8430,"45471 Easter Spurs, Apt. 053, 46296-5442, North Wilsonfort, Maryland, United States",3,Multi-Family,38000.00,188.219.39.136,,Italy
1050678,2022-05-23 14:04:49.000000,2022-05-23 14:13:22.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"2171 Roxane Overpass, Suite 923, 52738-6472, North Dejonton, Massachusetts, United States",1,Single-Family,11000.00,156.203.202.28,Legitimate,Egypt
1051081,2022-01-26 03:52:34.000000,2022-01-26 04:02:00.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"97670 Mante Drive, Apt. 828, 11321, Justenview, Oregon, United States",1,Single-Family,8000.00,140.32.192.79,Legitimate,United States
1051484,2022-06-12 06:43:24.000000,2022-06-12 06:46:18.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"37179 Ethan Gardens, Suite 837, 76123, Kunzechester, Wisconsin, United States",2,Single-Family,20000.00,104.108.27.250,Legitimate,United States
1051887,2022-04-23 15:49:18.000000,2022-04-23 15:56:15.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"9308 Grant Keys, Apt. 681, 50967, West Joaquinstad, Kentucky, United States",2,Single-Family,31000.00,11.173.123.244,Legitimate,United States
1052290,2022-04-19 11:15:04.000000,2022-04-19 11:31:27.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"50229 Langosh Falls, Apt. 843, 24837, Port Imogene, Maine, United States",3,Single-Family,26000.00,249.8.250.193,Legitimate,
105240,2022-06-13 01:51:17.000000,2022-06-13 02:00:06.000000,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"44975 Ferry Island, Apt. 807, 02428-9036, New Gerson, Missouri, United States",1,Single-Family,60000.00,187.182.23.188,Fraud,Brazil
1052693,2022-04-15 05:04:27.000000,2022-04-15 05:19:19.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"6422 Remington Vista, Suite 551, 66750-0591, Jacobibury, North Dakota, United States",3,Single-Family,54000.00,86.92.124.185,Fraud,Netherlands
1053096,2022-03-29 01:12:24.000000,2022-03-29 01:16:28.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"147 Terry Springs, Apt. 911, 63832, East Herbert, Minnesota, United States",1,Multi-Family,8000.00,15.122.213.154,Legitimate,United States
1053499,2022-01-07 23:32:57.000000,2022-01-07 23:46:57.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"7166 MacGyver Mountain, Suite 099, 93051, South Theresafort, Ohio, United States",1,Multi-Family,20000.00,196.206.118.7,Legitimate,Morocco
1053902,2022-05-03 00:17:23.000000,2022-05-03 00:35:38.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"61136 Terry Gateway, Apt. 916, 28704, Halvorsonmouth, Ohio, United States",2,Multi-Family,18000.00,169.54.228.249,,United States
1054305,2022-01-22 16:38:15.000000,2022-01-22 16:38:50.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"26483 Turcotte Lodge, Suite 349, 81309-3823, West Lavinastad, Arkansas, United States",2,Multi-Family,22000.00,154.103.7.120,,Sudan
1054708,2022-05-04 08:39:55.000000,2022-05-04 08:45:27.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"614 Hermann Brooks, Apt. 416, 03492-9473, Lake Patrick, New Jersey, United States",3,Multi-Family,22000.00,35.53.99.142,Legitimate,United States
1055111,2022-05-11 11:36:08.000000,2022-05-11 11:43:06.000000,"Cooper, Maria",m.cooper@randatmail.com,(078)-987-0540,254-36-7595,"52146 Kihn Meadow, Apt. 044, 52112-8011, North Lonieport, North Dakota, United States",3,Multi-Family,32000.00,34.172.183.162,Legitimate,United States
1055514,2022-03-11 07:35:09.000000,2022-03-11 07:48:11.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"832 Arvel Avenue, Apt. 093, 92871-2585, Melynafort, North Carolina, United States",1,Single-Family,60000.00,204.201.104.147,Fraud,United States
1055917,2022-02-04 15:56:56.000000,2022-02-04 16:04:30.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"0564 Bailey Station, Suite 050, 01424, Port Ricardoton, Georgia, United States",1,Single-Family,25000.00,129.150.40.44,Legitimate,United States
1056320,2022-03-24 00:24:53.000000,2022-03-24 00:29:08.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"68898 Kessler Greens, Apt. 072, 78879, New Odieville, Vermont, United States",2,Single-Family,42000.00,219.154.115.172,,China
105643,2022-02-03 01:38:54.000000,2022-02-03 01:53:39.000000,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"093 Sporer Knoll, Apt. 604, 81361-2894, Port Karen, Pennsylvania, United States",2,Single-Family,43000.00,193.14.172.30,Legitimate,Sweden
1056723,2022-04-16 05:19:05.000000,2022-04-16 05:35:22.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"950 Kassulke Shore, Suite 372, 19640-0874, East Malloryshire, Iowa, United States",2,Single-Family,8000.00,97.142.255.54,Legitimate,United States
1057126,2022-04-21 01:15:29.000000,2022-04-21 01:33:20.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"84860 Harris Parks, Apt. 464, 02992-1517, Adamsbury, New Jersey, United States",3,Single-Family,56000.00,180.224.1.236,Fraud,South Korea
1057529,2022-03-15 02:57:36.000000,2022-03-15 03:19:04.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"02586 Reichert Spurs, Apt. 848, 66500-0797, Leonorside, Virginia, United States",3,Single-Family,46000.00,150.99.31.9,Legitimate,Japan
1057932,2022-02-25 03:14:16.000000,2022-02-25 03:22:00.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"603 Paucek Divide, Suite 098, 25577, South Santosbury, New Jersey, United States",1,Multi-Family,33000.00,172.245.149.166,Legitimate,United States
1058335,2022-05-01 13:52:29.000000,2022-05-01 13:55:01.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"54871 Henri Expressway, Apt. 941, 31605-5058, West Lottie, Indiana, United States",1,Multi-Family,31000.00,182.113.26.247,Legitimate,China
1058738,2022-01-30 21:59:21.000000,2022-01-30 22:21:04.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"795 Cyrus Shoals, Suite 470, 36955-7724, North Araceliborough, Connecticut, United States",2,Multi-Family,25000.00,73.253.163.87,,United States
1059141,2022-05-21 19:40:56.000000,2022-05-21 19:46:06.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"9471 Ashton Ranch, Apt. 436, 51554, Beierport, Rhode Island, United States",2,Multi-Family,23000.00,218.224.183.70,Legitimate,Japan
1059544,2022-04-23 11:25:54.000000,2022-04-23 11:47:02.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"1897 Marvin Greens, Suite 459, 96753-1549, Kshlerinville, Michigan, United States",3,Multi-Family,36000.00,14.69.11.144,Legitimate,South Korea
1059947,2022-01-06 20:25:18.000000,2022-01-06 20:46:30.000000,"Cooper, Michelle",m.cooper@randatmail.com,(426)-924-4790,246-60-3797,"92812 Ayden Motorway, Suite 254, 07217-3820, North Jabarifurt, Nevada, United States",3,Multi-Family,48000.00,143.122.218.27,Legitimate,United States
1060350,2022-02-10 11:53:58.000000,2022-02-10 12:14:21.000000,"Cooper, Mike",m.cooper@randatmail.com,(633)-682-4501,467-02-1434,"0580 Morar Hills, Apt. 245, 86225-6030, Shannonfurt, Utah, United States",1,Single-Family,60000.00,80.47.226.7,Fraud,United Kingdom
106046,2022-06-11 16:02:39.000000,2022-06-11 16:10:35.000000,"Adams, Charlie",c.adams@randatmail.com,(134)-646-0411,459-58-6593,"217 Streich Island, Apt. 807, 00683-8848, Lake Jillian, West Virginia, United States",2,Single-Family,2000.00,188.172.93.210,Legitimate,Malta
1060753,2022-05-08 06:50:29.000000,2022-05-08 07:04:02.000000,"Cooper, Mike",m.cooper@randatmail.com,(633)-682-4501,467-02-1434,"300 Schaefer Trace, Suite 026, 37493-1756, Veumbury, Connecticut, United States",1,Single-Family,60000.00,78.92.17.85,Fraud,Hungary
1061156,2022-06-01 08:37:43.000000,2022-06-01 08:47:14.000000,"Cooper, Mike",m.cooper@randatmail.com,(633)-682-4501,467-02-1434,"3249 Colin Isle, Apt. 609, 91399-6921, Eliseobury, Illinois, United States",2,Single-Family,35000.00,59.178.82.108,Legitimate,India
1061559,2022-05-31 04:39:36.000000,2022-05-31 04:43:10.000000,"Cooper, Mike",m.cooper@randatmail.com,(633)-682-4501,467-02-1434,"136 Watsica Circles, Suite 394, 24384, Trystanborough, South Dakota, United States",2,Single-Family,22000.00,208.222.210.152,Legitimate,United States
